"Toutes les combinaisons (D, B, h, theta) avec verdicts",,,,,,,,,,,,,,,
f = 1219 px  |  HFOV = 76.4 deg  |  VFOV = 47.8 deg  |  Bras = 43 cm,,,,,,,,,,,,,,,
D (cm),B (cm),h (cm),theta (deg),Enclos (cm),Marge bras (cm),x_near (cm),x_far (cm),Bras visible,Robot visible,DeltaZ centre (mm),DeltaZ robot (mm),B/Z centre,Err. rel. (%),Couverture (cm),VERDICT
65,8,40,48,72,22,13.1,89.4,OUI,OUI,1.08,4.33,1/4,0.33,102.3,OK
65,8,40,50,72,22,11.5,81.6,OUI,OUI,1.08,4.33,1/4,0.33,102.3,OK
65,10,28,36,72,22,16.2,130.6,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,28,38,72,22,15,111.4,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,28,40,72,22,13.7,97,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,28,42,72,22,12.5,85.6,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,28,44,72,22,11.4,76.5,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,28,46,72,22,10.2,68.9,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,28,48,72,22,9.2,62.6,OUI,NON,0.87,3.46,1/3,0.27,102.3,
65,10,28,50,72,22,8.1,57.1,OUI,NON,0.87,3.46,1/3,0.27,102.3,
65,10,30,36,72,22,17.4,139.9,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,30,38,72,22,16,119.4,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,30,40,72,22,14.7,103.9,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,30,42,72,22,13.4,91.8,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,30,44,72,22,12.2,82,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,30,46,72,22,11,73.9,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,30,48,72,22,9.8,67,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,30,50,72,22,8.7,61.2,OUI,NON,0.87,3.46,1/3,0.27,102.3,
65,10,33,36,72,22,19.1,153.9,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,33,38,72,22,17.6,131.3,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,33,40,72,22,16.2,114.3,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,33,42,72,22,14.8,100.9,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,33,44,72,22,13.4,90.2,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,33,46,72,22,12.1,81.2,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,33,48,72,22,10.8,73.8,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,33,50,72,22,9.5,67.3,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,35,36,72,22,20.3,163.2,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,35,38,72,22,18.7,139.3,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,35,40,72,22,17.2,121.2,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,35,42,72,22,15.7,107,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,35,44,72,22,14.2,95.6,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,35,46,72,22,12.8,86.2,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,35,48,72,22,11.4,78.2,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,35,50,72,22,10.1,71.4,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,37,36,72,22,21.5,172.5,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,37,38,72,22,19.8,147.2,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,37,40,72,22,18.1,128.1,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,37,42,72,22,16.6,113.2,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,37,44,72,22,15,101.1,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,37,46,72,22,13.5,91.1,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,37,48,72,22,12.1,82.7,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,37,50,72,22,10.7,75.5,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,40,36,72,22,23.2,186.5,NON,OUI,0.87,3.46,1/3,0.27,102.3,
65,10,40,38,72,22,21.4,159.2,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,40,40,72,22,19.6,138.5,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,40,42,72,22,17.9,122.3,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,40,44,72,22,16.2,109.3,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,40,46,72,22,14.6,98.5,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,40,48,72,22,13.1,89.4,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,10,40,50,72,22,11.5,81.6,OUI,OUI,0.87,3.46,1/3,0.27,102.3,OK
65,12,28,36,72,22,16.2,130.6,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,28,38,72,22,15,111.4,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,28,40,72,22,13.7,97,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,28,42,72,22,12.5,85.6,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,28,44,72,22,11.4,76.5,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,28,46,72,22,10.2,68.9,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,28,48,72,22,9.2,62.6,OUI,NON,0.72,2.89,1/3,0.22,102.3,
65,12,28,50,72,22,8.1,57.1,OUI,NON,0.72,2.89,1/3,0.22,102.3,
65,12,30,36,72,22,17.4,139.9,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,30,38,72,22,16,119.4,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,30,40,72,22,14.7,103.9,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,30,42,72,22,13.4,91.8,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,30,44,72,22,12.2,82,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,30,46,72,22,11,73.9,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,30,48,72,22,9.8,67,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,30,50,72,22,8.7,61.2,OUI,NON,0.72,2.89,1/3,0.22,102.3,
65,12,33,36,72,22,19.1,153.9,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,33,38,72,22,17.6,131.3,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,33,40,72,22,16.2,114.3,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,33,42,72,22,14.8,100.9,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,33,44,72,22,13.4,90.2,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,33,46,72,22,12.1,81.2,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,33,48,72,22,10.8,73.8,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,33,50,72,22,9.5,67.3,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,35,36,72,22,20.3,163.2,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,35,38,72,22,18.7,139.3,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,35,40,72,22,17.2,121.2,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,35,42,72,22,15.7,107,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,35,44,72,22,14.2,95.6,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,35,46,72,22,12.8,86.2,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,35,48,72,22,11.4,78.2,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,35,50,72,22,10.1,71.4,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,37,36,72,22,21.5,172.5,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,37,38,72,22,19.8,147.2,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,37,40,72,22,18.1,128.1,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,37,42,72,22,16.6,113.2,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,37,44,72,22,15,101.1,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,37,46,72,22,13.5,91.1,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,37,48,72,22,12.1,82.7,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,37,50,72,22,10.7,75.5,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,40,36,72,22,23.2,186.5,NON,OUI,0.72,2.89,1/3,0.22,102.3,
65,12,40,38,72,22,21.4,159.2,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,40,40,72,22,19.6,138.5,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,40,42,72,22,17.9,122.3,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,40,44,72,22,16.2,109.3,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,40,46,72,22,14.6,98.5,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,40,48,72,22,13.1,89.4,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,12,40,50,72,22,11.5,81.6,OUI,OUI,0.72,2.89,1/3,0.22,102.3,OK
65,15,28,36,72,22,16.2,130.6,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,28,38,72,22,15,111.4,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,28,40,72,22,13.7,97,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,28,42,72,22,12.5,85.6,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,28,44,72,22,11.4,76.5,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,28,46,72,22,10.2,68.9,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,28,48,72,22,9.2,62.6,OUI,NON,0.58,2.31,1/2,0.18,102.3,
65,15,28,50,72,22,8.1,57.1,OUI,NON,0.58,2.31,1/2,0.18,102.3,
65,15,30,36,72,22,17.4,139.9,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,30,38,72,22,16,119.4,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,30,40,72,22,14.7,103.9,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,30,42,72,22,13.4,91.8,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,30,44,72,22,12.2,82,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,30,46,72,22,11,73.9,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,30,48,72,22,9.8,67,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,30,50,72,22,8.7,61.2,OUI,NON,0.58,2.31,1/2,0.18,102.3,
65,15,33,36,72,22,19.1,153.9,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,33,38,72,22,17.6,131.3,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,33,40,72,22,16.2,114.3,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,33,42,72,22,14.8,100.9,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,33,44,72,22,13.4,90.2,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,33,46,72,22,12.1,81.2,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,33,48,72,22,10.8,73.8,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,33,50,72,22,9.5,67.3,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,35,36,72,22,20.3,163.2,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,35,38,72,22,18.7,139.3,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,35,40,72,22,17.2,121.2,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,35,42,72,22,15.7,107,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,35,44,72,22,14.2,95.6,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,35,46,72,22,12.8,86.2,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,35,48,72,22,11.4,78.2,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,35,50,72,22,10.1,71.4,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,37,36,72,22,21.5,172.5,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,37,38,72,22,19.8,147.2,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,37,40,72,22,18.1,128.1,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,37,42,72,22,16.6,113.2,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,37,44,72,22,15,101.1,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,37,46,72,22,13.5,91.1,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,37,48,72,22,12.1,82.7,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,37,50,72,22,10.7,75.5,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,40,36,72,22,23.2,186.5,NON,OUI,0.58,2.31,1/2,0.18,102.3,
65,15,40,38,72,22,21.4,159.2,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,40,40,72,22,19.6,138.5,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,40,42,72,22,17.9,122.3,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,40,44,72,22,16.2,109.3,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,40,46,72,22,14.6,98.5,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,40,48,72,22,13.1,89.4,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
65,15,40,50,72,22,11.5,81.6,OUI,OUI,0.58,2.31,1/2,0.18,102.3,OK
